question,generated_question,bleu,rouge_l,meteor
"To become used to living in the sea, we should try to   _","According to the passage, Will they become soft away from our usual land existence.",0.018798317647335087,0.15384615384615383,0.17605633802816903
Students in Yet Sen Middle School like math because  _  .,"According to the passage, No traditional classroom can compare with it.",0.0,0.0,0.044642857142857144
What was Donald doing when he heard thunder?,"According to the passage, what When he opened the door to the basement  , flames exploded out?",0.026920508809559315,0.25,0.31562500000000004
Classical works for children are being avoided by parents they think   _,"According to the passage, Steve Hornsey, General Manager of Watch, said: ""Bedtime stories are supposed to calm children down and send them off to .",0.009009113474307318,0.05714285714285715,0.07246376811594203
Noah McCullough worked for the White House   _  .,"According to the passage, He was a member of Bush's presidential campaign team.",0.01553712569276035,0.09523809523809523,0.10309278350515463
We know from Laurence Frank's words that   _  .,"According to the passage, Part of the measures will include tracking lions fitted with radio collars   in the Amboseli area in southern Kenya, clo.",0.0,0.0,0.042735042735042736
We can conclude from the text that   _  .,"According to the passage, Christmas cards were not the first greetings cards.",0.017033186037639283,0.10526315789473685,0.10526315789473684
The proper way to express your dissatisfaction with your best friend is to   _  .,"According to the passage, Let people know you are there for them.",0.015775377779808884,0.08,0.10067114093959734
The text is about   _  .,"According to the passage, He loves his weekend very much.",0.021105340631872645,0.14285714285714288,0.15151515151515152
Why do you think the newspapermen came?,"According to the passage, why Bet Winner
MILLBURN, New Jersey-- An 11-year-old boy, he gave up television for a year in a bet with his mother, says he?",0.007987276352377327,0.05405405405405406,0.14150943396226415
The mother said that    _   .,"According to the passage, Last night there was cigarette smell on Martha's breath.",0.01553712569276035,0.11111111111111112,0.14285714285714288
"What does""With great power, there must also come great responsibility""mean?","According to the passage, what He has to sell photos of Spiderman (himself!) to a newspaper and he keeps losing his other jobs because he's so busy sav?",0.006716472052354862,0.04878048780487805,0.0842696629213483
.The writer of the passage suggests that  _  .,"According to the passage, Chinese character are written in the complex form.",0.017033186037639283,0.2105263157894737,0.15789473684210528
The writer thought the blind man wanted to  _  .,"According to the passage, We went down the tower together and I left him.",0.018798317647335087,0.18181818181818182,0.18867924528301888
Why did the writer follow the first timetable only for a few days?,"According to the passage, why I always finished it the next day between classes?",0.018798317647335087,0.22222222222222224,0.17605633802816903
The best title of the passage is   _   .,"According to the passage, April Fool's Day , was a day of laughing and jokes.",0.015718877363021206,0.18181818181818182,0.3188131313131313
What's the best title of the passage?,"According to the passage, what There are more translation jobs than people to complete them?",0.013217947626377298,0.1739130434782609,0.32206632653061223
What can be the best title of this passage?,"According to the passage, what Should you eat while reading?",0.025098621243978974,0.2105263157894737,0.19607843137254904
"According to Adrienne Appell, playing   _  .","According to the passage, When the infants played with electronic toys, parents said little to their children.",0.02432542569851428,0.2727272727272727,0.27173913043478265
We know from the passage that Mary Cassette  _  .,"According to the passage, She followed her dreams and became an artist.",0.017033186037639283,0.2,0.24572649572649571
"According to the passage, economics is studied to  _  .","According to the passage, What, how, and for whom to produce are problems all over the world because human needs are practically unlimited, but al.",0.09970222994544457,0.30303030303030304,0.37177661762379377
What do you think would most probably happen next?,"According to the passage, what ""I knew that some day or other you were going to do this.That's  why
I have not taught you this secret.There is no need ?",0.00821807407726565,0.14634146341463417,0.16260162601626016
Most students get money for their gap year trip  _  .,"According to the passage, You don't need to take a year for that.",0.018476860420522198,0.08695652173913043,0.1739130434782609
It is a story about a short boy who  _  .,"According to the passage, As I stood up to go, I saw Carlos coming toward me.",0.0,0.0,0.0847457627118644
Language is a highly developed system of symbols because human beings   _  .,"According to the passage, It has been pointed out that human beings, by agreement, can make anything stand for anything.",0.009629943614188135,0.12903225806451613,0.18124507486209618
"According to the passage, it rains most over the  _","According to the passage, When it is a gas, you may not see or feel it.",0.16188613565728213,0.39999999999999997,0.3613465160075329
What is the real cause of the potentials water crisis.,"According to the passage, what Humanity uses a little less than half the water available worldwide?",0.017395797375642234,0.23076923076923075,0.17094017094017094
Where is Venice?,"According to the passage, where Venice is in the northeast of Italy?",0.020255986027125642,0.26666666666666666,0.4
The city of  _  experimented on a very cheap bus service.,"According to the passage, Large population has caused many problems.",0.01909690192411307,0.10000000000000002,0.08333333333333333
Why doesn't Mrs Smith wear her glasses that day? Because  _  .,"According to the passage, why So she doesn't want to do any housework?",0.018476860420522198,0.23999999999999996,0.2222711267605634
People turn their backs to others while they eat in some places in  _  .,"According to the passage, What kind of manners do they want you to have.",0.015815216252224023,0.14814814814814817,0.09933774834437087
The organization Mary's Meals   _  .,"According to the passage, Martha's blog also helped to improve meals at her school.",0.0169861974906263,0.3,0.25
Which of the following is correct according to the passage?,Which of the following is true? How to boost scientific reasoning.,0.3672056269893592,0.5714285714285713,0.5111151603498542
_   kinds of flying cars are mentioned in the passage.,"According to the passage, The first-known sky car is the FSC-1.",0.018850319022747353,0.18181818181818185,0.17857142857142858
What's the most suitable  ending of the story?   _,"According to the passage, what It was Sunday and it was cold outside.Mr?",0.01553712569276035,0.08695652173913043,0.13157894736842105
"When looking back, Hillary described the Hillary Step as  _  .","According to the passage, when ...and we stood on the summit."" It was 11:30 a.m?",0.015718877363021206,0.15384615384615383,0.15625
The possible reason why newer publications updates are not available for book versions is that   _  .,"According to the passage, This dictionary is the largest single volume English-Chinese, Chinese-English dictionary and contains 670,000 words and .",0.012673718536830811,0.10810810810810811,0.0857142857142857
"For music fans,   _   is a special gift.","According to the passage, It can be a way to deepen   a friendship.",0.01553712569276035,0.1,0.14285714285714285
"What does the word ""that"" mean?","According to the passage, what He likes basketball very much?",0.025098621243978974,0.125,0.16129032258064518
One of the users is against installing a lift in the Combination Room for all the reasons except that   _  .[ ],"According to the passage, "" _ ""[(<<>> 20116 ""Building Bash"")].",0.007559559445663099,0.07692307692307693,0.10917030567685591
Guy Grant chose to work as a researcher at Cambridge in order to   _  .,"According to the passage, It is pretty much a one-way street.",0.015582995217182705,0.16,0.13513513513513511
The author writes this passage with the purpose of   _  .,"According to the passage, The study found eating regular family meals made no difference to the future eating habits of boys.",0.012021577610863726,0.26666666666666666,0.20491803278688525
Mr. Coates thinks working on the weekend is  _  .,"According to the passage, Others think it is terrible.",0.025518615589394285,0.23529411764705882,0.19801980198019806
Grandpa thinks playing Majon is  _   for health.,"According to the passage, He says they are bad for health.",0.03986357128268015,0.2222222222222222,0.3132387706855792
People love to watch magic because   _  .,"According to the passage, Witnessing something impossible happen right before your eyes is the root of people's love for magic.",0.011451997463067555,0.22222222222222224,0.2631578947368421
Terence is   _  .,"According to the passage, He said, ""Terence was a fundraising idea that really took off.",0.0,0.11764705882352941,0.1818181818181818
What is TRUE about Globals Inc.?,"According to the passage, what In fact, that was his first investment in the company?",0.013217947626377298,0.09523809523809522,0.1234567901234568
In which of the following ways of booking does one probably have to pay extra money ?,"According to the passage, BY TELEPHONE
For credit card booking.",0.012463606455186824,0.15384615384615385,0.09090909090909091
Which of the following statements is NOT true according to the passage?,Which of the following is true? The writing section will also include multiple-choice grammar and usage questions.,0.1584450133726893,0.4666666666666666,0.5164292279411765
What can we learn about the two little brothers?,"According to the passage, what They go to bed together?",0.025098621243978974,0.10526315789473685,0.14705882352941177
"Which of the following is TRUE, according to the passage?","Which of the following is true? However, according to some researchers, only proper praise is good for children.",0.23124463019346486,0.5714285714285714,0.5723076923076923
The dollhouse game showed that the boy   _   .,"According to the passage, When I was 4, my parents decided they could no longer live together.",0.011502783619900045,0.08333333333333333,0.09900990099009901
Traveling alone is challenging because  _  .,"According to the passage, ""The people you meet, the places you visit, or the things you do, everything is up to you and it forces you to grow as a.",0.006244385951234721,0.05714285714285715,0.10101010101010102
"If you want to have a good time on Sunday mornings, you can go to  _","According to the passage, Sat           7:00a.m.",0.007710814196876619,0.08695652173913045,0.062111801242236024
The author implies that it is very easy to enter a bookshop and buy   _  .,"According to the passage, It is very easy to enter the shop looking for a book on, say ancient coins and to come out carrying a copy of the latest.",0.16927318970546587,0.4090909090909091,0.46807909604519765
"According to Verity, a knowledge of colour can help you to  _  .","According to the passage, They can even change our emotions and influence how healthy we are.",0.02878787818101127,0.2222222222222222,0.17361111111111113
Which of the following statements is true?,"Which of the following is true? Even if you do have trouble, people will help you,"" Ellie said.",0.15989214998944032,0.48,0.728249194414608
What do we know about Samake and her family?,"According to the passage, what The organization has built about 300 schools in Mali, Malawi, Nepal, Senegal, Nicaragua and Haiti?",0.012673718536830811,0.20689655172413793,0.1724137931034483
Who is the Conference intended for?,"According to the passage, who The event will take place two days?",0.020255986027125642,0.2222222222222222,0.19480519480519481
"If we have faith in future, we will   _  .","According to the passage, Your faith and belief in a positive future leads to powerful actions today.",0.013679192123121896,0.24,0.211864406779661
Why did Michael take his kids to watch the disabled runners?,"According to the passage, why We truly love our school and teachers?",0.022416933501922302,0.17391304347826086,0.1639344262295082
What is implied in this passage?,"According to the passage, what As expected, the researchers found that the regular coffee drinkers in the group were also more likely to be smokers?",0.009009113474307318,0.12903225806451613,0.21978021978021978
What can we learn from the passage?,"According to the passage, what The sad sound seemed to be coming from the fountain pool?",0.02878787818101127,0.26086956521739124,0.41333333333333333
How does Chen Hua go to her new school?,"According to the passage, how But she has a problem?",0.025098621243978974,0.10526315789473685,0.14705882352941177
How many pieces of meat were kept in the fridge?,"According to the passage, how Joe Brown had a shop where he sold meat.One day a woman came into the shop at five to one.""I'm sorry I'm late.""she said,?",0.007696339439306161,0.13636363636363635,0.10791366906474818
Which would be the best title for the passage?,"Which of the following is true? Watches are now classified as""investments"" .",0.020255986027125642,0.1904761904761905,0.18867924528301888
"When Marie was young, her family became poorer because   _  .","According to the passage, when When Marie was small, she showed great interest in science?",0.06541868941754436,0.25,0.29761904761904767
Mr.Jenkins was often asked to dinner because  _  .,"According to the passage, It was difficult for the officer to do it.",0.018476860420522198,0.1904761904761905,0.15625
What's Mimi's favorite food?,"According to the passage, what Do you know my favorite food?",0.03986357128268015,0.3529411764705882,0.49342105263157904
What did Annabelle learn from Charlotte?,"According to the passage, what That Monday afternoon, Mrs?",0.023980296761827107,0.13333333333333333,0.13333333333333333
He put the bundle over his face and ran in order to   _  .,"According to the passage, I saw a doorway in fire, then I put the bundle over my face and ran.",0.1531682455208201,0.4375,0.6291946308724832
What kind of sound does the author find pleasant?,"According to the passage, what I'm quite clear in my mind what the good sounds are and what the bad sounds are,I've turned against whistling,for instan?",0.008640609739997756,0.15384615384615383,0.16129032258064516
People have less joy of simple life nowadays mainly because they   _  .,"According to the passage, While some technology is necessary, it can get ridiculous .",0.01428363257865929,0.0,0.07518796992481204
A group of Americans have the idea about TV-Turnoff Week because they  _  .,"According to the passage, Can you imagine living without TV.",0.01414733290395472,0.17391304347826086,0.07246376811594203
What kind of things would Littleton Youth Club like to collect?,"According to the passage, what This important work needs skill and love?",0.020255986027125642,0.08695652173913043,0.12295081967213116
"According to the passage, you should not swim alone because  _  .","According to the passage, Swim safely and you will continue to swim and alive.",0.19674979811155635,0.5,0.474624060150376
"What's the right relation between SWISS,Lufthansa and Austrian Airlines?","According to the passage, what SWISS.Lufthansa and Austrian Airlines already connect five Chinese cities with Europe and beyond?",0.025281168697394947,0.39999999999999997,0.35006703411291523
Which is NOT true according to the passage?,Which of the following is true? The end of senior year is a truly special and wonderful time for American students.,0.012021577610863726,0.27586206896551724,0.24038461538461536
"According to the passage, if you want to help the poor, you can   _  .","According to the passage, It's always nice to lend a hand.",0.1724541906163268,0.4,0.28718074055969695
The model shop closes at  _,"According to the passage, It is open from 10 a.m.",0.021105340631872645,0.12500000000000003,0.07575757575757576
Which of the following statements is NOT true?,Which of the following is true? Don't help them do their homework.,0.23462350320528,0.5714285714285714,0.7004676870748299
What's the main idea of this passage?,"According to the passage, what In some countries children do not have these rights?",0.01428363257865929,0.18181818181818182,0.20618556701030927
"If you want to appear confident, you should   _  .","According to the passage, When you want to appear confident, keep your head level.",0.26584835766658776,0.45454545454545453,0.5796973961998593
"According to the U.N. Food and Agriculture Organization, how much food do people produce each year in the world?","According to the passage, That's about 1.3 billion tons, according to a new report by the U.N.",0.06364031148436826,0.25,0.17714285714285713
What is special about the French courses?,"According to the passage, what It will help to place you in the right class?",0.015718877363021206,0.18181818181818182,0.1685393258426966
What is the best title of this passage?,"According to the passage, what I revisited Beichuan of Mid-Autumn Festival?",0.024808415001701823,0.2,0.26595744680851063
Why did the young man look nervous?,"According to the passage, why James would certainly come back to buy what he wanted when he got married?",0.012109013026441871,0.07692307692307693,0.16129032258064518
"According to the passage, we know that  _  .","According to the passage, This figure is for all forests in the world's tropics, but researchers believe the loss of ancient rainforests has incre.",0.09849349468888721,0.25,0.3613465160075329
From the passage we can know C. elegans   _  .,"According to the passage, After a week they take out the worms.",0.017033186037639283,0.2,0.14423076923076922
From the passage we can know that the old couple   _  .,"According to the passage, The couple thanked the doctor and left.",0.022652581507881558,0.380952380952381,0.20661157024793386
We can infer from the text that the Fun-Vii   _  .,"According to the passage, Is it a gaming machine.",0.019201920550239778,0.10526315789473685,0.09090909090909091
It can be inferred from the passage that   _  .,"According to the passage, The sales of e-bikes in Germany have been much larger than those in any other country in Europe.",0.008687475782716616,0.12903225806451613,0.17543859649122806
Sophia is good at   _   at school.,"According to the passage, I often go to school by bike.",0.0,0.11764705882352942,0.11764705882352941
"In order to find their dream jobs, more American graduates like to use   _  .","According to the passage, ""Our reason for using social media is because that's where we think the candidates are,"" he says.",0.009134423666564471,0.1142857142857143,0.14619883040935672
"When you find someone in danger, you should   _  .","According to the passage, when Do not leave the victim alone?",0.018850319022747353,0.10526315789473685,0.08928571428571429
How long has Dottie Pownall used the balls?,"According to the passage, how So, more and more teachers are letting students have a ball?",0.014628063653657535,0.16666666666666666,0.31562500000000004
The purpose of the passage is to  _  .,"According to the passage, The marketing industry is also doing a lot better because of the Internet.",0.03058760346458022,0.25,0.47959183673469385
Which of the following has the longest history according to the passage?,"Which of the following is true? Collection of Musical Instruments
Exhibitions are also frequently mounted   at the following venues on campus: Art + Arc.",0.10414419091986514,0.2857142857142857,0.20833333333333334
Ann's mother's  name is   _,"According to the passage, This is a teacher's family.The father's name is Tom Smith.",0.030206205252435548,0.3478260869565218,0.5975308641975309
Where would this article probably appear?,"According to the passage, where Nearly everyone is shy in some ways?",0.017033186037639283,0.1111111111111111,0.12987012987012989
"In the Charles Dickens Museum, people can not find  _  .","According to the passage, * Last admission is 30 minutes before closing time.",0.01553712569276035,0.09523809523809525,0.12195121951219512
People with long-term sleep loss   _  .,"According to the passage, New research shows long-term sleep loss cannot be cured that easily.",0.06541868941754436,0.36363636363636365,0.46296296296296297
Why did the viewer often reflect back on the scene?,"According to the passage, why I came to a very busy crossroads where the stoplight had just turned red?",0.01340082578177889,0.13793103448275862,0.16666666666666669
Iraq made the decision to stop oil deliveries because   _  .,"According to the passage, Iraq on Monday stopped shipments of crude oil to protest against the U.N.",0.01626739260030573,0.2222222222222222,0.2542372881355932
What would be the best title for the passage?,"According to the passage, what It's not a particularly bright dog?",0.022416933501922302,0.1904761904761905,0.3034855769230769
"If Bea stayed with other children freely,_.","According to the passage, It seems as if nothing in the world could beat her.",0.013217947626377298,0.09090909090909091,0.14018691588785046
Who is the person that receives up to four million e-mail spams each day?,"According to the passage, who The first ever trans-Atlantic telephone call was made from New York City to London in 1927?",0.012021577610863726,0.16216216216216214,0.12658227848101264
"""Marine cloud whitening"" has an effect on global warming by   _  .","According to the passage, The paper by Professor Eric Bickel and Lee Lane looked into the costs of the projects.",0.009629943614188135,0.06666666666666667,0.06756756756756757
It can be inferred from the passage that the way some animals stay clean_.,"According to the passage, And tidiness can be important for their survival.",0.03374378457966304,0.15384615384615383,0.24966442953020132
The number of television channels is   _  .,"According to the passage, No one needs to see that much TV.",0.017033186037639283,0.1111111111111111,0.11627906976744187
What does Liu Yang do after finishing homework on Sunday?,"According to the passage, what But he always spends Saturday in school?",0.017033186037639283,0.0909090909090909,0.08849557522123894
What caught Camilla's eyes?,"According to the passage, what She found a small house full of bottles?",0.01553712569276035,0.1111111111111111,0.14492753623188406
What's the main idea of this passage?,"According to the passage, what It's terrible if the children don't have a hobby?",0.01428363257865929,0.25,0.2525252525252526
The watchman didn't help the author because   _  .,"According to the passage, His answer was that he could not carry the books a few meters because it was not his job.",0.010900096978029118,0.19354838709677416,0.17391304347826086
Why was it hard for Mary to find Jack at the airport?   _   .,"According to the passage, why Mary went to Canada on vacation?",0.02029503257951504,0.2608695652173913,0.1689189189189189
"When you feel too nervous in a test, you may  _  .","According to the passage, when For example, last Wednesday was the day of a big test at school?",0.01284618972676772,0.21428571428571427,0.14492753623188406
Which type of music can make people work faster?,"Which of the following is true? The next time you hear music somewhere,be careful,it might influance the way you do things.",0.012021577610863726,0.18750000000000003,0.2136752136752137
"When visiting Tin Pan Alley , Rosenfeld probably felt it was   _  .","According to the passage, when The start of Tin Pan Alley is usually dated to about 1885,.but the end of Tin Pan Alley is less clear-cut .Some date it ?",0.03511476270817333,0.24390243902439024,0.3407407407407408
"If you study in Middle America, you can probably   _  .","According to the passage, My favorite area of America is the Mid-west.",0.0,0.09090909090909093,0.12295081967213116
"In the author's new school, if a student wants to go to WC during the lesson, what does he or she have to do?","According to the passage, Toalson know you need to go to the bathroom.",0.03923611912319665,0.2631578947368421,0.14981273408239698
David went out to find a phone box to   _  .,"According to the passage, Fed up and tired, I finally had to go out to find a phone box.",0.19835441454182887,0.42857142857142855,0.5804493801652892
Which of the following statements is TRUE according to the passage?,"Which of the following is true? One of the famous roles is the Monkey King, who has a special position in the hearts of all who are interested in Chines.",0.0860132510739358,0.34146341463414637,0.2836879432624113
What do we know about the author?,"According to the passage, what Relax yourself before getting into bed?",0.022416933501922302,0.1111111111111111,0.23529411764705882
"According to Murbach' s standard of trees, the best tree must  _   .","According to the passage, Dave Murbach needs 11 months.",0.035984468898536105,0.3,0.2920471841704718
Which will you join if you want to learn how to protect nature?,"Which of the following is true? This summer, enjoy the great outdoors -- at a dude ranch.",0.011502783619900045,0.06896551724137931,0.0684931506849315
